"Year","EnGHG","StockScen","CharScen","RenScen","ElecScen","EmGHG","RenGHG","TotGHG","Housing_Scenario","New House Chars","StockScenario","UniqScen","ElecRen","Elec_Ren Scen","DiffGHG","Strategy"
2025,800.327626550692,"1","B","RR","MC",69.1397585393392,5.60757314023269,875.074958230264,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",11.6987600893517,"2. High Multifamily (HSE)"
2026,787.527435466653,"1","B","RR","MC",68.2199715285911,5.2254213851693,860.972828380413,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",12.0601424426976,"2. High Multifamily (HSE)"
2027,772.885921434466,"1","B","RR","MC",67.1747110197613,5.11254480484328,845.17317725907,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",12.4133507721058,"2. High Multifamily (HSE)"
2028,757.421744310704,"1","B","RR","MC",66.0712045923608,5.37792428168501,828.870873184749,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",12.8370313046727,"2. High Multifamily (HSE)"
2029,742.153563951938,"1","B","RR","MC",64.8795921550551,5.26521371422545,812.298369821218,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",13.2239718875334,"2. High Multifamily (HSE)"
2030,728.100040214741,"1","B","RR","MC",63.7155512922739,5.23586777727001,797.051459284285,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",13.5993373657186,"2. High Multifamily (HSE)"
2031,715.992774848444,"1","B","RR","MC",62.5949769860839,4.74103116963492,783.328783004163,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",14.1078528728148,"2. High Multifamily (HSE)"
2032,705.415137173417,"1","B","RR","MC",61.4920370285619,4.80840000857916,771.715574210558,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",14.5889347159862,"2. High Multifamily (HSE)"
2033,695.663438402788,"1","B","RR","MC",60.3819869111635,4.88381273350606,760.929238047457,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",15.0565093645689,"2. High Multifamily (HSE)"
2034,686.033989749684,"1","B","RR","MC",59.3482962255359,4.86696605307999,750.2492520283,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",15.4409681493487,"2. High Multifamily (HSE)"
2035,675.823102427236,"1","B","RR","MC",58.3276915913145,4.94205016910815,739.092844187658,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",15.7343088074421,"2. High Multifamily (HSE)"
2036,664.486654514659,"1","B","RR","MC",57.3543807787021,4.49219807715109,726.333233370512,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",15.8553811146439,"2. High Multifamily (HSE)"
2037,652.118791555522,"1","B","RR","MC",56.4172095258496,4.50424725187235,713.040248333244,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",15.9120751613726,"2. High Multifamily (HSE)"
2038,638.973225959485,"1","B","RR","MC",55.4778905254589,4.5147862320809,698.965902717025,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",15.8865560138707,"2. High Multifamily (HSE)"
2039,625.303670136205,"1","B","RR","MC",54.6780956016678,4.45144394777969,684.433209685652,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",15.7614848706522,"2. High Multifamily (HSE)"
2040,611.363836495339,"1","B","RR","MC",53.9500228232935,4.45756632952274,669.771425648155,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",15.2605240092009,"2. High Multifamily (HSE)"
2041,597.350564055026,"1","B","RR","MC",53.3153278777929,4.1332060201554,654.799097952974,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",15.1515109724247,"2. High Multifamily (HSE)"
2042,583.23319826732,"1","B","RR","MC",52.7973481241962,4.16453661415971,640.195083005676,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",15.072704927386,"2. High Multifamily (HSE)"
2043,568.924211192755,"1","B","RR","MC",52.3577298328068,4.03367190018363,625.315612925746,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",14.9800626522148,"2. High Multifamily (HSE)"
2044,554.336074891868,"1","B","RR","MC",52.0085893270404,4.09640610672212,610.44107032563,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",14.8959595049475,"2. High Multifamily (HSE)"
2045,539.381261425191,"1","B","RR","MC",51.7665131474005,4.21267422977301,595.360448802364,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",14.8359665308831,"2. High Multifamily (HSE)"
2046,524.09070866016,"1","B","RR","MC",51.5247347163273,3.72700007289441,579.342443449382,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",14.7981775291905,"2. High Multifamily (HSE)"
2047,508.969217691812,"1","B","RR","MC",51.3160353129235,3.88283537730463,564.16808838204,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",14.758651374013,"2. High Multifamily (HSE)"
2048,494.640055422086,"1","B","RR","MC",51.1431638341478,3.79260866372282,549.575827919956,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",14.7342045897468,"2. High Multifamily (HSE)"
2049,481.726488752918,"1","B","RR","MC",50.9896275932233,3.79378876530787,536.509905111449,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",14.7444520691422,"2. High Multifamily (HSE)"
2050,470.851784586247,"1","B","RR","MC",50.8561262632638,3.85828345589899,525.56619430541,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",14.760307201597,"2. High Multifamily (HSE)"
2051,462.444884278636,"1","B","RR","MC",50.7258620235444,3.49647210878668,516.667218410967,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",14.8028009998974,"2. High Multifamily (HSE)"
2052,456.157427005154,"1","B","RR","MC",50.6151505467927,3.51851582155489,510.291093373501,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",14.8670056285673,"2. High Multifamily (HSE)"
2053,451.446726395492,"1","B","RR","MC",50.4890648986028,3.47631453327628,505.412105827371,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",14.9576890542593,"2. High Multifamily (HSE)"
2054,447.770096079345,"1","B","RR","MC",50.3985354983624,3.48573430554991,501.654365883258,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",15.0819370855714,"2. High Multifamily (HSE)"
2055,444.584849686407,"1","B","RR","MC",50.3064352677235,3.49157316243808,498.382858116569,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",15.2199244978878,"2. High Multifamily (HSE)"
2056,441.387165955445,"1","B","RR","MC",50.2222387600097,3.12323218229159,494.732636897746,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",15.340674955082,"2. High Multifamily (HSE)"
2057,437.828684061527,"1","B","RR","MC",50.1316091372213,3.21469342753088,491.17498662628,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",15.4741066509607,"2. High Multifamily (HSE)"
2058,433.599908288796,"1","B","RR","MC",50.0586860229491,3.20339555171609,486.861989863461,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",15.5994846616118,"2. High Multifamily (HSE)"
2059,428.391342921394,"1","B","RR","MC",50.0465582547696,3.17906855280663,481.61696972897,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",15.7147302754938,"2. High Multifamily (HSE)"
2060,421.893492243462,"1","B","RR","MC",50.0465582547696,3.18698116221108,475.127031660443,"1B Baseline RFA","B. RFA","1 Baseline","1_B_RR_MC","MC_RR","MC_RR",15.7897922830776,"2. High Multifamily (HSE)"
2020,808.232095449661,"3","B","RR","MC",61.8257427137602,0,870.057838163421,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",0,"3. Increased Electrification (NHC)"
2021,815.496296982821,"3","B","RR","MC",62.3008604073116,5.64306268314269,883.440220073276,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",0.0813008762239633,"3. Increased Electrification (NHC)"
2022,817.266173282166,"3","B","RR","MC",62.3339875672517,5.64527965706371,885.245440506481,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",0.192284071202721,"3. Increased Electrification (NHC)"
2023,814.20990370529,"3","B","RR","MC",62.1970343390365,5.72070389179348,882.12764193612,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",0.332539118445993,"3. Increased Electrification (NHC)"
2024,806.995667609791,"3","B","RR","MC",61.8672078018547,5.64862830853353,874.511503720179,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",0.5016555514635,"3. Increased Electrification (NHC)"
2025,796.291644353263,"3","B","RR","MC",61.4734276472464,5.61112614040238,863.376198140912,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",0.699222903764962,"3. Increased Electrification (NHC)"
2026,782.821853907186,"3","B","RR","MC",60.8622747509919,5.22855727953794,848.912685937716,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",0.924631141622967,"3. Increased Electrification (NHC)"
2027,767.533678698563,"3","B","RR","MC",60.107985958275,5.11816183012686,832.759826486965,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",1.17647196236055,"3. Increased Electrification (NHC)"
2028,751.430341768281,"3","B","RR","MC",59.2244652047569,5.37903490703868,816.033841880077,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",1.45313749606385,"3. Increased Electrification (NHC)"
2029,735.515066157227,"3","B","RR","MC",58.2899611845058,5.26937059195185,799.074397933685,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",1.75301987281875,"3. Increased Electrification (NHC)"
2030,720.791074906288,"3","B","RR","MC",57.4224531267258,5.23859388555244,783.452121918566,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",2.07451122271118,"3. Increased Electrification (NHC)"
2031,707.98238798694,"3","B","RR","MC",56.4987744897422,4.73976765466579,769.220930131348,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",2.41700151201326,"3. Increased Electrification (NHC)"
2032,696.696213093028,"3","B","RR","MC",55.6232013177719,4.80722508377206,757.126639494572,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",2.78387205174408,"3. Increased Electrification (NHC)"
2033,686.260554848984,"3","B","RR","MC",54.7283057392651,4.88386809463889,745.872728682888,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",3.17950198910842,"3. Increased Electrification (NHC)"
2034,676.003417879243,"3","B","RR","MC",53.9389697245837,4.86589627512442,734.808283878952,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",3.60827047131136,"3. Increased Electrification (NHC)"
2035,665.252806808239,"3","B","RR","MC",53.1643030603683,4.94142551160876,723.358535380216,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",4.07455664555778,"3. Increased Electrification (NHC)"
2036,653.48855293798,"3","B","RR","MC",52.5031265732063,4.48617274468107,710.477852255868,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",4.58052679208947,"3. Increased Electrification (NHC)"
2037,640.797794280772,"3","B","RR","MC",51.8362047132121,4.49417417788755,697.128173171872,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",5.11949572329411,"3. Increased Electrification (NHC)"
2038,627.419495526494,"3","B","RR","MC",51.152574689727,4.50727648693314,683.079346703154,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",5.68256538459616,"3. Increased Electrification (NHC)"
2039,613.592621365026,"3","B","RR","MC",50.6373946653139,4.44170878466004,668.671724815,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",6.26083772141976,"3. Increased Electrification (NHC)"
2040,599.556136486248,"3","B","RR","MC",50.5077700995408,4.44699505316559,654.510901638954,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",6.84541467918939,"3. Increased Electrification (NHC)"
2041,585.493108216304,"3","B","RR","MC",50.0313196046652,4.12315915958062,639.647586980549,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",7.43166851639069,"3. Increased Electrification (NHC)"
2042,571.363014426392,"3","B","RR","MC",49.6073791692894,4.15198448260786,625.12237807829,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",8.032052743755,"3. Increased Electrification (NHC)"
2043,557.069435623978,"3","B","RR","MC",49.2432979598485,4.02281668970489,610.335550273531,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",8.66329118507497,"3. Increased Electrification (NHC)"
2044,542.515952316523,"3","B","RR","MC",48.9469722522528,4.08218625190684,595.545110820683,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",9.34210766414344,"3. Increased Electrification (NHC)"
2045,527.606145011492,"3","B","RR","MC",48.7158856025651,4.20245165742408,580.524482271481,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",10.0852260047531,"3. Increased Electrification (NHC)"
2046,512.362307434042,"3","B","RR","MC",48.471661793611,3.7102966925385,564.544265920191,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",10.8990133778616,"3. Increased Electrification (NHC)"
2047,497.281586180102,"3","B","RR","MC",48.2578893360229,3.86996149190219,549.409437008027,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",11.7484103430867,"3. Increased Electrification (NHC)"
2048,482.979841063299,"3","B","RR","MC",48.0820288006598,3.77975346625121,534.84162333021,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",12.5880008072106,"3. Increased Electrification (NHC)"
2049,470.072931897254,"3","B","RR","MC",47.9104219475566,3.78209919749595,521.765453042307,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",13.3723686770164,"3. Increased Electrification (NHC)"
2050,459.176718495594,"3","B","RR","MC",47.7869540266633,3.84221458155539,510.805887103813,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",14.0560978592862,"3. Increased Electrification (NHC)"
2051,450.715183060296,"3","B","RR","MC",47.6668431445479,3.48239120622631,501.86441741107,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",14.6067503077365,"3. Increased Electrification (NHC)"
2052,444.344797346753,"3","B","RR","MC",47.5775911135716,3.50169928460882,495.424087744934,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",15.0438001638184,"3. Increased Electrification (NHC)"
2053,439.530155498714,"3","B","RR","MC",47.4637081779151,3.46055309648232,490.454416773112,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",15.3996996159168,"3. Increased Electrification (NHC)"
2054,435.735851659927,"3","B","RR","MC",47.3653779630472,3.47119917471226,486.572428797686,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",15.7069008524164,"3. Increased Electrification (NHC)"
2055,432.426479974138,"3","B","RR","MC",47.2582374462382,3.47821619830403,483.162933618681,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",15.9978560617018,"3. Increased Electrification (NHC)"
2056,429.105010107426,"3","B","RR","MC",47.1785864296173,3.108365405621,479.391961942665,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",16.3024218227713,"3. Increased Electrification (NHC)"
2057,425.427913815184,"3","B","RR","MC",47.0758772894902,3.19708887064477,475.700879975319,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",16.6400722770759,"3. Increased Electrification (NHC)"
2058,421.090038375135,"3","B","RR","MC",46.9889551765403,3.18351165017455,471.26250520185,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",17.02768595668,"3. Increased Electrification (NHC)"
2059,415.786231065002,"3","B","RR","MC",46.956962060237,3.1590463282373,465.902239453476,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",17.4821413936479,"3. Increased Electrification (NHC)"
2060,409.211339162508,"3","B","RR","MC",46.956962060237,3.16893815462047,459.337239377365,"3B High Multifamily RFA","B. RFA","3 Hi Multifamily","3_B_RR_MC","MC_RR","MC_RR",18.020317120044,"3. Increased Electrification (NHC)"
2020,808.232095449661,"3","D","RR","MC",61.8257427137602,0,870.057838163421,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",0,"4. Adv. Renovation & Electrification"
2021,815.414996106597,"3","D","RR","MC",62.3008604073116,5.64306268314269,883.358919197052,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",0.00727559005645162,"4. Adv. Renovation & Electrification"
2022,817.073889210963,"3","D","RR","MC",62.3339875672517,5.64527965706371,885.053156435278,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",2.92816892560461,"4. Adv. Renovation & Electrification"
2023,813.877364586844,"3","D","RR","MC",62.1970343390365,5.72070389179348,881.795102817674,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",6.03788563925082,"4. Adv. Renovation & Electrification"
2024,806.494012058327,"3","D","RR","MC",61.8672078018547,5.64862830853353,874.009848168715,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",8.97638912287482,"4. Adv. Renovation & Electrification"
2025,795.592421449498,"3","D","RR","MC",61.4734276472464,5.61112614040238,862.676975237147,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",12.1229919404117,"4. Adv. Renovation & Electrification"
2026,781.897222765563,"3","D","RR","MC",60.8622747509919,5.22855727953794,847.988054796093,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",15.2699277429323,"4. Adv. Renovation & Electrification"
2027,766.357206736202,"3","D","RR","MC",60.107985958275,5.11816183012686,831.583354524604,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",18.3247084990669,"4. Adv. Renovation & Electrification"
2028,749.977204272217,"3","D","RR","MC",59.2244652047569,5.37903490703868,814.580704384013,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",21.3638930671143,"4. Adv. Renovation & Electrification"
2029,733.762046284409,"3","D","RR","MC",58.2899611845058,5.26937059195185,797.321378060866,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",23.9678651764988,"4. Adv. Renovation & Electrification"
2030,718.716563683577,"3","D","RR","MC",57.4224531267258,5.23859388555244,781.377610695855,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",26.6180004005616,"4. Adv. Renovation & Electrification"
2031,705.565386474927,"3","D","RR","MC",56.4987744897422,4.73976765466579,766.803928619335,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",29.1266077671809,"4. Adv. Renovation & Electrification"
2032,693.912341041284,"3","D","RR","MC",55.6232013177719,4.80722508377206,754.342767442828,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",31.3930538342993,"4. Adv. Renovation & Electrification"
2033,683.081052859876,"3","D","RR","MC",54.7283057392651,4.88386809463889,742.69322669378,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",33.7580686453362,"4. Adv. Renovation & Electrification"
2034,672.395147407932,"3","D","RR","MC",53.9389697245837,4.86589627512442,731.20001340764,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",35.5713918666798,"4. Adv. Renovation & Electrification"
2035,661.178250162682,"3","D","RR","MC",53.1643030603683,4.94142551160876,719.283978734659,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",37.3139617817546,"4. Adv. Renovation & Electrification"
2036,648.908026145891,"3","D","RR","MC",52.5031265732063,4.48617274468107,705.897325463778,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",39.1901507413862,"4. Adv. Renovation & Electrification"
2037,635.678298557478,"3","D","RR","MC",51.8362047132121,4.49417417788755,692.008677448578,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",40.593467106115,"4. Adv. Renovation & Electrification"
2038,621.736930141898,"3","D","RR","MC",51.152574689727,4.50727648693314,677.396781318558,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",41.8762127347322,"4. Adv. Renovation & Electrification"
2039,607.331783643606,"3","D","RR","MC",50.6373946653139,4.44170878466004,662.41088709358,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",42.817760956008,"4. Adv. Renovation & Electrification"
2040,592.710721807059,"3","D","RR","MC",50.5077700995408,4.44699505316559,647.665486959765,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",43.8425893076061,"4. Adv. Renovation & Electrification"
2041,578.061439699913,"3","D","RR","MC",50.0313196046652,4.12315915958062,632.215918464159,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",45.0327908640867,"4. Adv. Renovation & Electrification"
2042,563.330961682637,"3","D","RR","MC",49.6073791692894,4.15198448260786,617.090325334535,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",45.7924672075294,"4. Adv. Renovation & Electrification"
2043,548.406144438903,"3","D","RR","MC",49.2432979598485,4.02281668970489,601.672259088456,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",46.2929821425018,"4. Adv. Renovation & Electrification"
2044,533.17384465238,"3","D","RR","MC",48.9469722522528,4.08218625190684,586.203003156539,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",47.0236581525385,"4. Adv. Renovation & Electrification"
2045,517.520919006739,"3","D","RR","MC",48.7158856025651,4.20245165742408,570.439256266728,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",47.7137908748425,"4. Adv. Renovation & Electrification"
2046,501.46329405618,"3","D","RR","MC",48.471661793611,3.7102966925385,553.645252542329,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",48.2981114260979,"4. Adv. Renovation & Electrification"
2047,485.533175837016,"3","D","RR","MC",48.2578893360229,3.86996149190219,537.661026664941,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",48.7449469723765,"4. Adv. Renovation & Electrification"
2048,470.391840256088,"3","D","RR","MC",48.0820288006598,3.77975346625121,522.253622522999,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",48.9539481306768,"4. Adv. Renovation & Electrification"
2049,456.700563220238,"3","D","RR","MC",47.9104219475566,3.78209919749595,508.393084365291,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",49.0769118003727,"4. Adv. Renovation & Electrification"
2050,445.120620636308,"3","D","RR","MC",47.7869540266633,3.84221458155539,496.749789244527,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",49.134906392645,"4. Adv. Renovation & Electrification"
2051,436.108432752559,"3","D","RR","MC",47.6668431445479,3.48239120622631,487.257667103333,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",49.2555643545942,"4. Adv. Renovation & Electrification"
2052,429.300997182935,"3","D","RR","MC",47.5775911135716,3.50169928460882,480.380287581115,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",49.2417978687155,"4. Adv. Renovation & Electrification"
2053,424.130455882798,"3","D","RR","MC",47.4637081779151,3.46055309648232,475.054717157195,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",48.9551747176361,"4. Adv. Renovation & Electrification"
2054,420.028950807511,"3","D","RR","MC",47.3653779630472,3.47119917471226,470.86552794527,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",48.7479216732418,"4. Adv. Renovation & Electrification"
2055,416.428623912437,"3","D","RR","MC",47.2582374462382,3.47821619830403,467.165077556979,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",48.3641332764561,"4. Adv. Renovation & Electrification"
2056,412.802588284655,"3","D","RR","MC",47.1785864296173,3.108365405621,463.089540119893,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",48.2749899506647,"4. Adv. Renovation & Electrification"
2057,408.787841538108,"3","D","RR","MC",47.0758772894902,3.19708887064477,459.060807698243,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",48.0283577606284,"4. Adv. Renovation & Electrification"
