"County","GeoID","a_best_all","b_best_excl_LREC"
"IA, Cerro Gordo County","19033","LREC","Ext. Ren."
"IA, Cherokee County","19035","LREC","Ext. Ren."
"IA, Chickasaw County","19037","Ext. Ren.","Ext. Ren."
"IA, Clarke County","19039","Ext. Ren.","Ext. Ren."
"IA, Clay County","19041","Ext. Ren.","Ext. Ren."
"IA, Clayton County","19043","Ext. Ren.","Ext. Ren."
"IA, Clinton County","19045","LREC","Ext. Ren."
"IA, Crawford County","19047","LREC","Ext. Ren."
"IA, Dallas County","19049","LREC","IE & RFA"
"IA, Davis County","19051","LREC","Ext. Ren."
"IA, Decatur County","19053","LREC","Ext. Ren."
"IA, Delaware County","19055","LREC","Ext. Ren."
"IA, Des Moines County","19057","LREC","Ext. Ren."
"IA, Dickinson County","19059","LREC","Ext. Ren."
"IA, Dubuque County","19061","LREC","Ext. Ren."
"IA, Emmet County","19063","LREC","Ext. Ren."
"IA, Fayette County","19065","Ext. Ren.","Ext. Ren."
"IA, Floyd County","19067","LREC","Ext. Ren."
"IA, Franklin County","19069","Ext. Ren.","Ext. Ren."
"IA, Fremont County","19071","LREC","Ext. Ren."
"IA, Greene County","19073","LREC","Ext. Ren."
"IA, Grundy County","19075","Ext. Ren.","Ext. Ren."
"IA, Guthrie County","19077","LREC","Ext. Ren."
"IA, Hamilton County","19079","LREC","Ext. Ren."
"IA, Hancock County","19081","LREC","Ext. Ren."
"IA, Hardin County","19083","LREC","Ext. Ren."
"IA, Harrison County","19085","LREC","Ext. Ren."
"IA, Henry County","19087","LREC","Ext. Ren."
"IA, Howard County","19089","LREC","Ext. Ren."
"IA, Humboldt County","19091","LREC","Ext. Ren."
"IA, Ida County","19093","LREC","Ext. Ren."
"IA, Iowa County","19095","Ext. Ren.","Ext. Ren."
"IA, Jackson County","19097","LREC","Ext. Ren."
"IA, Jasper County","19099","LREC","Ext. Ren."
"IA, Jefferson County","19101","Ext. Ren.","Ext. Ren."
"IA, Johnson County","19103","LREC","Ext. Ren."
"IA, Jones County","19105","Ext. Ren.","Ext. Ren."
"IA, Keokuk County","19107","LREC","Ext. Ren."
"IA, Kossuth County","19109","LREC","Ext. Ren."
"IA, Lee County","19111","LREC","Ext. Ren."
"IA, Linn County","19113","LREC","Ext. Ren."
"IA, Louisa County","19115","Ext. Ren.","Ext. Ren."
"IA, Lucas County","19117","LREC","Ext. Ren."
"IA, Lyon County","19119","Ext. Ren.","Ext. Ren."
"IA, Madison County","19121","LREC","Ext. Ren."
"IA, Mahaska County","19123","Ext. Ren.","Ext. Ren."
"IA, Marion County","19125","LREC","Ext. Ren."
"IA, Marshall County","19127","LREC","Ext. Ren."
"IA, Mills County","19129","Ext. Ren.","Ext. Ren."
"IA, Mitchell County","19131","LREC","Ext. Ren."
"IA, Monona County","19133","Ext. Ren.","Ext. Ren."
"IA, Monroe County","19135","Ext. Ren.","Ext. Ren."
"IA, Montgomery County","19137","LREC","Ext. Ren."
"IA, Muscatine County","19139","LREC","Ext. Ren."
"IA, O'Brien County","19141","LREC","Ext. Ren."
"IA, Osceola County","19143","Ext. Ren.","Ext. Ren."
"IA, Page County","19145","LREC","Ext. Ren."
"IA, Palo Alto County","19147","Ext. Ren.","Ext. Ren."
"IA, Plymouth County","19149","LREC","Ext. Ren."
"IA, Pocahontas County","19151","LREC","Ext. Ren."
"IA, Polk County","19153","LREC","Ext. Ren."
"IA, Pottawattamie County","19155","LREC","Ext. Ren."
"IA, Poweshiek County","19157","LREC","Ext. Ren."
"IA, Ringgold County","19159","Ext. Ren.","Ext. Ren."
"IA, Sac County","19161","Ext. Ren.","Ext. Ren."
"IA, Scott County","19163","LREC","Ext. Ren."
"IA, Shelby County","19165","Ext. Ren.","Ext. Ren."
"IA, Sioux County","19167","LREC","Ext. Ren."
"IA, Story County","19169","LREC","Ext. Ren."
"IA, Tama County","19171","LREC","Ext. Ren."
"IA, Taylor County","19173","Ext. Ren.","Ext. Ren."
"IA, Union County","19175","LREC","Ext. Ren."
"IA, Van Buren County","19177","LREC","Ext. Ren."
"IA, Wapello County","19179","LREC","Ext. Ren."
"IA, Warren County","19181","LREC","Ext. Ren."
"IA, Washington County","19183","LREC","Ext. Ren."
"IA, Wayne County","19185","LREC","Ext. Ren."
"IA, Webster County","19187","LREC","Ext. Ren."
"IA, Winnebago County","19189","Ext. Ren.","Ext. Ren."
"IA, Winneshiek County","19191","LREC","Ext. Ren."
"IA, Woodbury County","19193","LREC","Ext. Ren."
"IA, Worth County","19195","LREC","Ext. Ren."
"IA, Wright County","19197","Ext. Ren.","Ext. Ren."
"ID, Ada County","16001","Ext. Ren.","Ext. Ren."
"ID, Adams County","16003","LREC","Ext. Ren."
"ID, Bannock County","16005","Ext. Ren.","Ext. Ren."
"ID, Bear Lake County","16007","LREC","Ext. Ren."
"ID, Benewah County","16009","Ext. Ren.","Ext. Ren."
"ID, Bingham County","16011","Ext. Ren.","Ext. Ren."
"ID, Blaine County","16013","LREC","Ext. Ren."
"ID, Boise County","16015","LREC","Ext. Ren."
"ID, Bonner County","16017","Ext. Ren.","Ext. Ren."
"ID, Bonneville County","16019","Ext. Ren.","Ext. Ren."
"ID, Boundary County","16021","LREC","Ext. Ren."
"ID, Butte County","16023","Ext. Ren.","Ext. Ren."
"ID, Camas County","16025","LREC","Ext. Ren."
"ID, Canyon County","16027","Ext. Ren.","Ext. Ren."
"ID, Caribou County","16029","Ext. Ren.","Ext. Ren."
"ID, Cassia County","16031","LREC","Ext. Ren."
"ID, Clearwater County","16035","LREC","Ext. Ren."
"ID, Custer County","16037","Ext. Ren.","Ext. Ren."
"ID, Elmore County","16039","Ext. Ren.","Ext. Ren."
"ID, Franklin County","16041","Ext. Ren.","Ext. Ren."
"ID, Fremont County","16043","Ext. Ren.","Ext. Ren."
"ID, Gem County","16045","LREC","IE & RFA"
"ID, Gooding County","16047","Ext. Ren.","Ext. Ren."
"ID, Idaho County","16049","Ext. Ren.","Ext. Ren."
"ID, Jefferson County","16051","Ext. Ren.","Ext. Ren."
"ID, Jerome County","16053","LREC","Ext. Ren."
"ID, Kootenai County","16055","Ext. Ren.","Ext. Ren."
"ID, Latah County","16057","LREC","Ext. Ren."
"ID, Lemhi County","16059","LREC","Ext. Ren."
"ID, Lewis County","16061","Ext. Ren.","Ext. Ren."
"ID, Lincoln County","16063","Ext. Ren.","Ext. Ren."
"ID, Minidoka County","16067","Ext. Ren.","Ext. Ren."
"ID, Nez Perce County","16069","Ext. Ren.","Ext. Ren."
"ID, Oneida County","16071","Ext. Ren.","Ext. Ren."
"ID, Owyhee County","16073","Ext. Ren.","Ext. Ren."
"ID, Payette County","16075","LREC","Ext. Ren."
"ID, Power County","16077","LREC","Ext. Ren."
"ID, Shoshone County","16079","LREC",NA
"ID, Teton County","16081","Ext. Ren.","Ext. Ren."
"ID, Twin Falls County","16083","Ext. Ren.","Ext. Ren."
"ID, Valley County","16085","LREC","IE & RFA"
"ID, Washington County","16087","Ext. Ren.","Ext. Ren."
"IL, Adams County","17001","LREC","Ext. Ren."
"IL, Alexander County","17003","LREC","Ext. Ren."
"IL, Bond County","17005","LREC","Ext. Ren."
"IL, Boone County","17007","LREC","IE & RFA"
"IL, Brown County","17009","LREC",NA
"IL, Bureau County","17011","LREC",NA
"IL, Calhoun County","17013","LREC",NA
"IL, Carroll County","17015","LREC","Ext. Ren."
"IL, Cass County","17017","LREC","Ext. Ren."
"IL, Champaign County","17019","LREC","IE & RFA"
"IL, Christian County","17021","LREC","Ext. Ren."
"IL, Clark County","17023","LREC","Ext. Ren."
"IL, Clay County","17025","LREC",NA
"IL, Clinton County","17027","LREC","Ext. Ren."
"IL, Coles County","17029","LREC","Ext. Ren."
"IL, Cook County","17031","LREC","Ext. Ren."
"IL, Crawford County","17033","LREC",NA
"IL, Cumberland County","17035","LREC","Ext. Ren."
"IL, De Witt County","17039","LREC","Ext. Ren."
"IL, DeKalb County","17037","LREC","IE & RFA"
"IL, Douglas County","17041","LREC","Ext. Ren."
"IL, DuPage County","17043","LREC","Ext. Ren."
"IL, Edgar County","17045","LREC","Ext. Ren."
"IL, Edwards County","17047","LREC",NA
"IL, Effingham County","17049","LREC","Ext. Ren."
"IL, Fayette County","17051","LREC","Ext. Ren."
"IL, Ford County","17053","LREC",NA
"IL, Franklin County","17055","LREC","Ext. Ren."
"IL, Fulton County","17057","LREC",NA
"IL, Gallatin County","17059","LREC","Ext. Ren."
"IL, Greene County","17061","LREC",NA
"IL, Grundy County","17063","LREC","IE & RFA"
"IL, Hamilton County","17065","LREC","Ext. Ren."
"IL, Hancock County","17067","LREC",NA
"IL, Hardin County","17069","LREC",NA
"IL, Henderson County","17071","LREC","Ext. Ren."
"IL, Henry County","17073","LREC","Ext. Ren."
"IL, Iroquois County","17075","LREC","Ext. Ren."
"IL, Jackson County","17077","LREC","Ext. Ren."
"IL, Jasper County","17079","LREC","Ext. Ren."
"IL, Jefferson County","17081","LREC",NA
"IL, Jersey County","17083","LREC","Ext. Ren."
"IL, Jo Daviess County","17085","LREC","Ext. Ren."
"IL, Johnson County","17087","LREC","Ext. Ren."
"IL, Kane County","17089","LREC","Ext. Ren."
"IL, Kankakee County","17091","LREC","Ext. Ren."
"IL, Kendall County","17093","LREC","IE & RFA"
"IL, Knox County","17095","LREC","Ext. Ren."
"IL, Lake County","17097","LREC","Ext. Ren."
"IL, LaSalle County","17099","LREC","Ext. Ren."
"IL, Lawrence County","17101","LREC","Ext. Ren."
"IL, Lee County","17103","LREC","Ext. Ren."
"IL, Livingston County","17105","LREC","Ext. Ren."
"IL, Logan County","17107","LREC","Ext. Ren."
"IL, Macon County","17115","LREC","Ext. Ren."
"IL, Macoupin County","17117","LREC","High-TO"
"IL, Madison County","17119","LREC","Ext. Ren."
"IL, Marion County","17121","LREC","Ext. Ren."
"IL, Marshall County","17123","LREC","Ext. Ren."
"IL, Mason County","17125","LREC","IE & RFA"
"IL, Massac County","17127","LREC","Ext. Ren."
"IL, McDonough County","17109","LREC","Ext. Ren."
"IL, McHenry County","17111","LREC","Ext. Ren."
"IL, McLean County","17113","LREC","IE & RFA"
"IL, Menard County","17129","LREC","Ext. Ren."
"IL, Mercer County","17131","LREC","Ext. Ren."
"IL, Monroe County","17133","LREC","Ext. Ren."
"IL, Montgomery County","17135","LREC","Ext. Ren."
"IL, Morgan County","17137","LREC",NA
"IL, Moultrie County","17139","LREC","Ext. Ren."
"IL, Ogle County","17141","LREC","Ext. Ren."
"IL, Peoria County","17143","LREC","IE & RFA"
"IL, Perry County","17145","LREC","Ext. Ren."
"IL, Piatt County","17147","LREC",NA
"IL, Pike County","17149","LREC",NA
"IL, Pope County","17151","LREC",NA
"IL, Pulaski County","17153","LREC","Ext. Ren."
"IL, Putnam County","17155","LREC","Ext. Ren."
"IL, Randolph County","17157","LREC","IE & RFA"
"IL, Richland County","17159","LREC","Ext. Ren."
"IL, Rock Island County","17161","LREC","IE & RFA"
"IL, Saline County","17165","LREC","Ext. Ren."
"IL, Sangamon County","17167","LREC","Ext. Ren."
"IL, Schuyler County","17169","LREC","Ext. Ren."
"IL, Scott County","17171","LREC","IE & RFA"
"IL, Shelby County","17173","LREC","Ext. Ren."
"IL, St. Clair County","17163","LREC","Ext. Ren."
"IL, Stark County","17175","LREC","Ext. Ren."
"IL, Stephenson County","17177","LREC","Ext. Ren."
"IL, Tazewell County","17179","LREC","Ext. Ren."
"IL, Union County","17181","LREC","Ext. Ren."
"IL, Vermilion County","17183","LREC","IE & RFA"
"IL, Wabash County","17185","LREC","Ext. Ren."
"IL, Warren County","17187","LREC","Ext. Ren."
"IL, Washington County","17189","LREC","Ext. Ren."
"IL, Wayne County","17191","LREC","Ext. Ren."
"IL, White County","17193","LREC","Ext. Ren."
"IL, Whiteside County","17195","LREC","Ext. Ren."
"IL, Will County","17197","LREC","IE & RFA"
"IL, Williamson County","17199","LREC","Ext. Ren."
"IL, Winnebago County","17201","LREC","IE & RFA"
"IL, Woodford County","17203","LREC","Ext. Ren."
"IN, Adams County","18001","LREC",NA
"IN, Allen County","18003","LREC","Ext. Ren."
"IN, Bartholomew County","18005","LREC","Ext. Ren."
"IN, Benton County","18007","LREC",NA
"IN, Blackford County","18009","LREC","Ext. Ren."
"IN, Boone County","18011","LREC","High-MF"
"IN, Brown County","18013","LREC","Ext. Ren."
"IN, Carroll County","18015","LREC","Ext. Ren."
"IN, Cass County","18017","LREC","Ext. Ren."
"IN, Clark County","18019","LREC","Ext. Ren."
"IN, Clay County","18021","LREC","Ext. Ren."
"IN, Clinton County","18023","LREC","Ext. Ren."
"IN, Crawford County","18025","LREC","Ext. Ren."
"IN, Daviess County","18027","LREC","High-TO"
"IN, Dearborn County","18029","LREC","Ext. Ren."
"IN, Decatur County","18031","LREC","Ext. Ren."
"IN, DeKalb County","18033","LREC",NA
"IN, Delaware County","18035","LREC","Ext. Ren."
"IN, Dubois County","18037","LREC","Ext. Ren."
"IN, Elkhart County","18039","LREC","High-MF"
"IN, Fayette County","18041","LREC","Ext. Ren."
"IN, Floyd County","18043","LREC","Ext. Ren."
"IN, Fountain County","18045","LREC",NA
"IN, Franklin County","18047","LREC","Ext. Ren."
"IN, Fulton County","18049","LREC","Ext. Ren."
"IN, Gibson County","18051","LREC","Ext. Ren."
"IN, Grant County","18053","LREC","Ext. Ren."
"IN, Greene County","18055","LREC","Ext. Ren."
"IN, Hamilton County","18057","LREC","High-MF"
"IN, Hancock County","18059","LREC","Ext. Ren."
"IN, Harrison County","18061","LREC","Ext. Ren."
"IN, Hendricks County","18063","LREC","IE & RFA"
"IN, Henry County","18065","LREC","Ext. Ren."
"IN, Howard County","18067","LREC","Ext. Ren."
"IN, Huntington County","18069","LREC","Ext. Ren."
"IN, Jackson County","18071","LREC","Ext. Ren."
"IN, Jasper County","18073","LREC","Ext. Ren."
"IN, Jay County","18075","LREC","Ext. Ren."
"IN, Jefferson County","18077","LREC","IE & RFA"
"IN, Jennings County","18079","LREC","Ext. Ren."
"IN, Johnson County","18081","LREC","High-MF"
"IN, Knox County","18083","LREC","Ext. Ren."
"IN, Kosciusko County","18085","LREC","Ext. Ren."
"IN, LaGrange County","18087","LREC","Ext. Ren."
"IN, Lake County","18089","LREC","Ext. Ren."
"IN, LaPorte County","18091","LREC","Ext. Ren."
"IN, Lawrence County","18093","LREC","Ext. Ren."
"IN, Madison County","18095","LREC","Ext. Ren."
"IN, Marion County","18097","LREC","Ext. Ren."
"IN, Marshall County","18099","LREC","Ext. Ren."
"IN, Martin County","18101","LREC","Ext. Ren."
"IN, Miami County","18103","LREC","IE & RFA"
"IN, Monroe County","18105","LREC","Ext. Ren."
"IN, Montgomery County","18107","LREC","Ext. Ren."
"IN, Morgan County","18109","LREC","Ext. Ren."
"IN, Newton County","18111","LREC",NA
"IN, Noble County","18113","LREC","Ext. Ren."
"IN, Ohio County","18115","LREC","Ext. Ren."
"IN, Orange County","18117","LREC","Ext. Ren."
"IN, Owen County","18119","LREC","Ext. Ren."
"IN, Parke County","18121","LREC",NA
"IN, Perry County","18123","LREC","IE & RFA"
"IN, Pike County","18125","LREC","Ext. Ren."
"IN, Porter County","18127","LREC",NA
"IN, Posey County","18129","LREC","Ext. Ren."
"IN, Pulaski County","18131","LREC","Ext. Ren."
"IN, Putnam County","18133","LREC","Ext. Ren."
"IN, Randolph County","18135","LREC","Ext. Ren."
"IN, Ripley County","18137","LREC","Ext. Ren."
"IN, Rush County","18139","LREC","Ext. Ren."
"IN, Scott County","18143","LREC","Ext. Ren."
"IN, Shelby County","18145","LREC","Ext. Ren."
"IN, Spencer County","18147","LREC","Ext. Ren."
"IN, St. Joseph County","18141","LREC","Ext. Ren."
"IN, Starke County","18149","LREC","Ext. Ren."
"IN, Steuben County","18151","LREC","Ext. Ren."
"IN, Sullivan County","18153","LREC","Ext. Ren."
"IN, Switzerland County","18155","LREC","Ext. Ren."
"IN, Tippecanoe County","18157","LREC","Ext. Ren."
"IN, Tipton County","18159","LREC","Ext. Ren."
"IN, Union County","18161","LREC","Ext. Ren."
"IN, Vanderburgh County","18163","LREC","Ext. Ren."
"IN, Vermillion County","18165","LREC","Ext. Ren."
"IN, Vigo County","18167","LREC","Ext. Ren."
"IN, Wabash County","18169","LREC","Ext. Ren."
"IN, Warren County","18171","LREC","Ext. Ren."
"IN, Warrick County","18173","LREC","Ext. Ren."
"IN, Washington County","18175","LREC","Ext. Ren."
"IN, Wayne County","18177","LREC","Ext. Ren."
"IN, Wells County","18179","LREC","Ext. Ren."
"IN, White County","18181","LREC","Ext. Ren."
"IN, Whitley County","18183","LREC","Ext. Ren."
"KS, Allen County","20001","LREC","Ext. Ren."
"KS, Anderson County","20003","LREC","Ext. Ren."
"KS, Atchison County","20005","LREC","Ext. Ren."
"KS, Barber County","20007","Ext. Ren.","Ext. Ren."
"KS, Barton County","20009","LREC","Ext. Ren."
"KS, Bourbon County","20011","LREC","Ext. Ren."
"KS, Brown County","20013","LREC","Ext. Ren."
"KS, Butler County","20015","LREC","Ext. Ren."
"KS, Chase County","20017","LREC","Ext. Ren."
"KS, Chautauqua County","20019","LREC","IE & RFA"
"KS, Cherokee County","20021","LREC","Ext. Ren."
"KS, Cheyenne County","20023","LREC","Ext. Ren."
"KS, Clark County","20025","Ext. Ren.","Ext. Ren."
"KS, Clay County","20027","LREC","Ext. Ren."
"KS, Cloud County","20029","LREC","Ext. Ren."
"KS, Coffey County","20031","LREC","Ext. Ren."
"KS, Comanche County","20033","Ext. Ren.","Ext. Ren."
"KS, Cowley County","20035","LREC","Ext. Ren."
"KS, Crawford County","20037","LREC","Ext. Ren."
"KS, Decatur County","20039","LREC","Ext. Ren."
"KS, Dickinson County","20041","LREC","Ext. Ren."
"KS, Doniphan County","20043","LREC","Ext. Ren."
"KS, Douglas County","20045","LREC","Ext. Ren."
"KS, Edwards County","20047","Ext. Ren.","Ext. Ren."
"KS, Elk County","20049","LREC",NA
"KS, Ellis County","20051","LREC","Ext. Ren."
"KS, Ellsworth County","20053","LREC","Ext. Ren."
"KS, Finney County","20055","LREC","Ext. Ren."
"KS, Ford County","20057","LREC","Ext. Ren."
"KS, Franklin County","20059","LREC","Ext. Ren."
"KS, Geary County","20061","LREC","Ext. Ren."
"KS, Gove County","20063","Ext. Ren.","Ext. Ren."
"KS, Graham County","20065","LREC","Ext. Ren."
"KS, Grant County","20067","LREC","Ext. Ren."
"KS, Gray County","20069","LREC","Ext. Ren."
"KS, Greeley County","20071","LREC","Ext. Ren."
"KS, Greenwood County","20073","LREC","Ext. Ren."
"KS, Hamilton County","20075","LREC","Ext. Ren."
"KS, Harper County","20077","LREC","Ext. Ren."
"KS, Harvey County","20079","LREC","Ext. Ren."
"KS, Haskell County","20081","LREC","Ext. Ren."
"KS, Hodgeman County","20083","LREC","Ext. Ren."
"KS, Jackson County","20085","LREC","Ext. Ren."
"KS, Jefferson County","20087","LREC","Ext. Ren."
"KS, Jewell County","20089","LREC","Ext. Ren."
"KS, Johnson County","20091","LREC","Ext. Ren."
"KS, Kearny County","20093","LREC","Ext. Ren."
"KS, Kingman County","20095","LREC","Ext. Ren."
"KS, Kiowa County","20097","LREC","Ext. Ren."
"KS, Labette County","20099","LREC","Ext. Ren."
"KS, Lane County","20101","LREC","Ext. Ren."
"KS, Leavenworth County","20103","LREC","Ext. Ren."
"KS, Lincoln County","20105","LREC","Ext. Ren."
"KS, Linn County","20107","LREC","Ext. Ren."
"KS, Logan County","20109","LREC","Ext. Ren."
"KS, Lyon County","20111","LREC","Ext. Ren."
"KS, Marion County","20115","LREC","Ext. Ren."
"KS, Marshall County","20117","LREC","Ext. Ren."
"KS, McPherson County","20113","LREC","Ext. Ren."
"KS, Meade County","20119","LREC","Ext. Ren."
"KS, Miami County","20121","LREC","Ext. Ren."
"KS, Mitchell County","20123","LREC","Ext. Ren."
"KS, Montgomery County","20125","LREC","Ext. Ren."
"KS, Morris County","20127","LREC","Ext. Ren."
"KS, Morton County","20129","LREC","Ext. Ren."
"KS, Nemaha County","20131","Ext. Ren.","Ext. Ren."
"KS, Neosho County","20133","LREC","Ext. Ren."
"KS, Ness County","20135","LREC","Ext. Ren."
"KS, Norton County","20137","LREC","Ext. Ren."
"KS, Osage County","20139","LREC","Ext. Ren."
"KS, Osborne County","20141","LREC","Ext. Ren."
"KS, Ottawa County","20143","LREC","Ext. Ren."
"KS, Pawnee County","20145","LREC","Ext. Ren."
"KS, Phillips County","20147","Ext. Ren.","Ext. Ren."
"KS, Pottawatomie County","20149","LREC","Ext. Ren."
"KS, Pratt County","20151","Ext. Ren.","Ext. Ren."
"KS, Rawlins County","20153","LREC","Ext. Ren."
"KS, Reno County","20155","LREC","Ext. Ren."
"KS, Republic County","20157","LREC","Ext. Ren."
"KS, Rice County","20159","Ext. Ren.","Ext. Ren."
"KS, Riley County","20161","LREC","Ext. Ren."
"KS, Rooks County","20163","LREC","Ext. Ren."
"KS, Rush County","20165","Ext. Ren.","Ext. Ren."
"KS, Russell County","20167","LREC","Ext. Ren."
"KS, Saline County","20169","LREC","Ext. Ren."
"KS, Scott County","20171","LREC","Ext. Ren."
"KS, Sedgwick County","20173","LREC","Ext. Ren."
"KS, Seward County","20175","LREC","Ext. Ren."
"KS, Shawnee County","20177","LREC","Ext. Ren."
"KS, Sheridan County","20179","LREC","Ext. Ren."
"KS, Sherman County","20181","LREC","Ext. Ren."
"KS, Smith County","20183","LREC","Ext. Ren."
"KS, Stafford County","20185","Ext. Ren.","Ext. Ren."
"KS, Stanton County","20187","LREC","Ext. Ren."
"KS, Stevens County","20189","LREC","Ext. Ren."
"KS, Sumner County","20191","LREC","Ext. Ren."
"KS, Thomas County","20193","Ext. Ren.","Ext. Ren."
"KS, Trego County","20195","LREC","Ext. Ren."
"KS, Wabaunsee County","20197","LREC","Ext. Ren."
"KS, Wallace County","20199","Ext. Ren.","Ext. Ren."
"KS, Washington County","20201","LREC","Ext. Ren."
"KS, Wichita County","20203","LREC","Ext. Ren."
"KS, Wilson County","20205","LREC","Ext. Ren."
"KS, Woodson County","20207","Ext. Ren.","Ext. Ren."
"KS, Wyandotte County","20209","LREC","Ext. Ren."
"KY, Adair County","21001","LREC","Ext. Ren."
"KY, Allen County","21003","LREC","Ext. Ren."
"KY, Anderson County","21005","LREC","Ext. Ren."
"KY, Ballard County","21007","LREC","Ext. Ren."
"KY, Barren County","21009","LREC","Ext. Ren."
"KY, Bath County","21011","LREC","Ext. Ren."
"KY, Bell County","21013","LREC",NA
"KY, Boone County","21015","LREC","High-MF"
"KY, Bourbon County","21017","LREC","Ext. Ren."
"KY, Boyd County","21019","LREC","Ext. Ren."
"KY, Boyle County","21021","LREC","Ext. Ren."
"KY, Bracken County","21023","LREC","Ext. Ren."
"KY, Breathitt County","21025","LREC",NA
"KY, Breckinridge County","21027","LREC","Ext. Ren."
"KY, Bullitt County","21029","LREC","Ext. Ren."
"KY, Butler County","21031","LREC","Ext. Ren."
"KY, Caldwell County","21033","LREC","Ext. Ren."
"KY, Calloway County","21035","LREC","Ext. Ren."
"KY, Campbell County","21037","LREC","Ext. Ren."
"KY, Carlisle County","21039","LREC","Ext. Ren."
"KY, Carroll County","21041","LREC",NA
"KY, Carter County","21043","LREC","Ext. Ren."
"KY, Casey County","21045","LREC","Ext. Ren."
"KY, Christian County","21047","LREC","Ext. Ren."
"KY, Clark County","21049","LREC","Ext. Ren."
"KY, Clay County","21051","LREC",NA
"KY, Clinton County","21053","LREC",NA
"KY, Crittenden County","21055","LREC","Ext. Ren."
"KY, Cumberland County","21057","LREC","Ext. Ren."
"KY, Daviess County","21059","LREC","Ext. Ren."
"KY, Edmonson County","21061","LREC","Ext. Ren."
"KY, Elliott County","21063","LREC","Ext. Ren."
"KY, Estill County","21065","LREC","Ext. Ren."
"KY, Fayette County","21067","LREC","Ext. Ren."
"KY, Fleming County","21069","LREC","Ext. Ren."
"KY, Floyd County","21071","LREC","Ext. Ren."
"KY, Franklin County","21073","LREC","Ext. Ren."
"KY, Fulton County","21075","LREC","Ext. Ren."
"KY, Gallatin County","21077","LREC","Ext. Ren."
"KY, Garrard County","21079","LREC","Ext. Ren."
"KY, Grant County","21081","LREC",NA
"KY, Graves County","21083","LREC","Ext. Ren."
"KY, Grayson County","21085","LREC","Ext. Ren."
"KY, Green County","21087","LREC","IE & RFA"
"KY, Greenup County","21089","LREC","Ext. Ren."
"KY, Hancock County","21091","LREC","Ext. Ren."
"KY, Hardin County","21093","LREC","Ext. Ren."
"KY, Harlan County","21095","LREC","Ext. Ren."
"KY, Harrison County","21097","LREC","Ext. Ren."
"KY, Hart County","21099","LREC","Ext. Ren."
"KY, Henderson County","21101","LREC","Ext. Ren."
"KY, Henry County","21103","LREC","Ext. Ren."
"KY, Hickman County","21105","LREC","Ext. Ren."
"KY, Hopkins County","21107","LREC","Ext. Ren."
"KY, Jackson County","21109","LREC","Ext. Ren."
"KY, Jefferson County","21111","LREC","Ext. Ren."
"KY, Jessamine County","21113","LREC","Ext. Ren."
"KY, Johnson County","21115","LREC","Ext. Ren."
"KY, Kenton County","21117","LREC","Ext. Ren."
"KY, Knott County","21119","LREC","Ext. Ren."
"KY, Knox County","21121","LREC","Ext. Ren."
"KY, Larue County","21123","LREC","Ext. Ren."
"KY, Laurel County","21125","LREC","Ext. Ren."
"KY, Lawrence County","21127","LREC","Ext. Ren."
"KY, Lee County","21129","LREC","Ext. Ren."
"KY, Leslie County","21131","LREC","Ext. Ren."
"KY, Letcher County","21133","LREC","Ext. Ren."
"KY, Lewis County","21135","LREC",NA
"KY, Lincoln County","21137","LREC","Ext. Ren."
"KY, Livingston County","21139","LREC","Ext. Ren."
"KY, Logan County","21141","LREC","Ext. Ren."
"KY, Lyon County","21143","LREC","Ext. Ren."
"KY, Madison County","21151","LREC","Ext. Ren."
"KY, Magoffin County","21153","LREC","Ext. Ren."
"KY, Marion County","21155","LREC","Ext. Ren."
"KY, Marshall County","21157","LREC","Ext. Ren."
"KY, Martin County","21159","LREC",NA
"KY, Mason County","21161","LREC","Ext. Ren."
"KY, McCracken County","21145","LREC","Ext. Ren."
"KY, McCreary County","21147","LREC","Ext. Ren."
"KY, McLean County","21149","LREC","Ext. Ren."
"KY, Meade County","21163","LREC","Ext. Ren."
"KY, Menifee County","21165","LREC",NA
"KY, Mercer County","21167","LREC","Ext. Ren."
"KY, Metcalfe County","21169","LREC","Ext. Ren."
"KY, Monroe County","21171","LREC","Ext. Ren."
"KY, Montgomery County","21173","LREC","Ext. Ren."
"KY, Morgan County","21175","LREC","Ext. Ren."
"KY, Muhlenberg County","21177","LREC","Ext. Ren."
"KY, Nelson County","21179","LREC","Ext. Ren."
"KY, Nicholas County","21181","LREC","Ext. Ren."
"KY, Ohio County","21183","LREC","Ext. Ren."
"KY, Oldham County","21185","LREC","IE & RFA"
"KY, Owen County","21187","Ext. Ren.","Ext. Ren."
"KY, Owsley County","21189","LREC","Ext. Ren."
"KY, Pendleton County","21191","LREC","Ext. Ren."
"KY, Perry County","21193","LREC","Ext. Ren."
"KY, Pike County","21195","LREC","Ext. Ren."
"KY, Powell County","21197","LREC","Ext. Ren."
"KY, Pulaski County","21199","LREC","Ext. Ren."
"KY, Robertson County","21201","LREC","IE & RFA"
"KY, Rockcastle County","21203","LREC","Ext. Ren."
"KY, Rowan County","21205","LREC","IE & RFA"
"KY, Russell County","21207","LREC","Ext. Ren."
"KY, Scott County","21209","LREC","IE & RFA"
"KY, Shelby County","21211","LREC","Ext. Ren."
"KY, Simpson County","21213","LREC","Ext. Ren."
"KY, Spencer County","21215","LREC","IE & RFA"
"KY, Taylor County","21217","LREC","Ext. Ren."
"KY, Todd County","21219","LREC","Ext. Ren."
"KY, Trigg County","21221","LREC","Ext. Ren."
"KY, Trimble County","21223","LREC",NA
